product_code,product_category,product_subcategory,description,unit_price,unit_cost,shipping_cost_per_unit,length_in,width_in,height_in,weight_lbs,cubic_ft
FUR-BO-10001608,Furniture,Bookcases,"Hon Metal Bookcases, Black",56.58,53.04,2.39,33.51,12.11,62.36,50.04,14.645
FUR-BO-10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,84.98,66.28,11.87,32.03,14.99,63.28,86.08,17.583
FUR-BO-10001621,Furniture,Bookcases,"Dania Stackable Bookrack, Traditional",108.85,70.13,16.79,31.04,12.17,67.99,64.14,14.863
FUR-BO-10001641,Furniture,Bookcases,"Bush 3-Shelf Cabinet, Traditional",143.37,93.21,10.03,31.97,12.51,60.8,61.01,14.072
FUR-BO-10001646,Furniture,Bookcases,"Safco Corner Shelving, Metal",99.28,61.56,5.29,33.74,15.62,62.51,65.1,19.065
FUR-BO-10001668,Furniture,Bookcases,"Ikea Floating Shelf Set, Pine",107.79,164.48,10.74,32.62,15.82,67.82,79.34,20.254
FUR-BO-10001679,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Traditional",132.4,82.55,18.8,31.36,15.85,64.09,84.44,18.435
FUR-BO-10001699,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Mobile",38.06,69.0,3.48,32.26,14.8,67.56,56.3,18.667
FUR-BO-10001708,Furniture,Bookcases,"Safco Stackable Bookrack, Pine",151.5,121.2,11.94,33.43,12.92,63.83,81.41,15.954
FUR-BO-10001714,Furniture,Bookcases,"Dania Floating Shelf Set, Mobile",154.58,125.39,29.02,35.09,13.89,65.56,87.91,18.492
FUR-BO-10001721,Furniture,Bookcases,"Bush Corner Shelving, Mobile",84.34,47.24,3.85,33.69,12.75,70.63,58.57,17.557
FUR-BO-10001739,Furniture,Bookcases,"Dania Classic Bookcase, Mobile",275.52,225.94,50.07,30.34,13.2,65.51,62.66,15.183
FUR-BO-10001746,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Pine",85.28,93.86,3.76,35.22,15.86,66.06,76.89,21.354
FUR-BO-10001749,Furniture,Bookcases,"Bush Classic Bookcase, Traditional",412.68,387.93,70.53,33.47,15.98,64.82,65.19,20.063
FUR-BO-10001753,Furniture,Bookcases,"Dania Stackable Bookrack, Traditional",108.85,67.7,12.76,31.51,13.52,67.48,57.49,16.636
FUR-BO-10001779,Furniture,Bookcases,"Safco Stackable Bookrack, Pine",100.22,59.14,9.94,34.79,15.47,61.78,81.31,19.242
FUR-BO-10001781,Furniture,Bookcases,"Bush Library with Doors, Traditional",96.55,179.14,14.84,32.16,13.24,65.9,68.91,16.238
FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,64.99,109.52,9.97,30.81,14.66,66.11,84.78,17.28
FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",255.68,210.54,27.49,34.33,15.88,64.74,48.32,20.425
FUR-BO-10001822,Furniture,Bookcases,"Dania Library with Doors, Metal",325.57,350.93,26.42,33.29,12.69,66.75,51.56,16.319
FUR-BO-10001831,Furniture,Bookcases,"Sauder Floating Shelf Set, Metal",174.54,147.38,9.81,35.19,14.04,61.4,77.3,17.555
FUR-BO-10001834,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Mobile",130.36,110.09,1.18,35.71,13.09,71.2,86.66,19.26
FUR-BO-10001835,Furniture,Bookcases,"Safco Library with Doors, Traditional",389.79,288.45,42.74,32.04,15.95,61.38,58.62,18.152
FUR-BO-10001860,Furniture,Bookcases,"Sauder Corner Shelving, Traditional",92.43,93.92,4.61,33.7,15.57,65.51,62.6,19.892
FUR-BO-10001867,Furniture,Bookcases,"Dania Corner Shelving, Mobile",49.44,60.24,8.56,30.68,14.16,63.51,59.0,15.967
FUR-BO-10001872,Furniture,Bookcases,"Bush Stackable Bookrack, Pine",74.52,79.52,9.51,34.83,15.33,71.14,52.14,21.982
FUR-BO-10001873,Furniture,Bookcases,"Ikea Floating Shelf Set, Mobile",68.54,163.62,6.54,30.18,13.76,63.06,89.77,15.155
FUR-BO-10001874,Furniture,Bookcases,"Sauder Corner Shelving, Pine",148.65,121.92,9.9,35.08,14.02,66.16,64.81,18.83
FUR-BO-10001875,Furniture,Bookcases,"Bush Library with Doors, Mobile",366.84,209.1,43.98,31.28,13.31,61.78,52.45,14.885
FUR-BO-10001876,Furniture,Bookcases,"Safco Corner Shelving, Pine",135.63,99.44,14.47,31.8,12.4,64.64,54.98,14.75
FUR-BO-10001888,Furniture,Bookcases,"Dania Floating Shelf Set, Pine",153.53,112.58,14.84,35.63,12.37,71.17,52.44,18.153
FUR-BO-10001892,Furniture,Bookcases,"Sauder Library with Doors, Pine",388.98,357.87,21.37,35.89,15.98,63.1,82.7,20.943
FUR-BO-10001918,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",136.68,143.12,8.1,35.47,15.96,67.86,86.59,22.231
FUR-BO-10001934,Furniture,Bookcases,"Bush Library with Doors, Metal",363.78,334.68,39.01,30.77,13.83,65.41,86.57,16.108
FUR-BO-10001943,Furniture,Bookcases,"Safco Library with Doors, Traditional",350.71,378.02,37.66,35.74,12.52,69.51,74.39,18.0
FUR-BO-10001946,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Metal",110.76,109.66,16.56,33.2,15.81,62.69,73.69,19.043
FUR-BO-10001966,Furniture,Bookcases,"Ikea Corner Shelving, Metal",65.14,74.96,5.32,32.25,15.12,63.14,61.26,17.817
FUR-BO-10001967,Furniture,Bookcases,"Safco Corner Shelving, Mobile",136.68,135.17,5.9,34.31,15.0,61.59,88.24,18.343
FUR-BO-10001969,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Pine",89.42,110.7,5.63,31.61,15.43,66.45,60.93,18.756
FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,35.59,99.71,2.5,34.71,14.15,69.73,46.1,19.819
FUR-BO-10002000,Furniture,Bookcases,"Ikea Classic Bookcase, Metal",369.99,349.43,25.13,30.86,15.03,71.07,48.84,19.076
FUR-BO-10002003,Furniture,Bookcases,"Sauder Classic Bookcase, Metal",217.23,369.64,20.09,32.45,12.8,71.81,80.08,17.261
FUR-BO-10002008,Furniture,Bookcases,"Bush Stackable Bookrack, Traditional",65.38,67.86,7.18,32.97,15.45,68.87,84.75,20.302
FUR-BO-10002031,Furniture,Bookcases,"Sauder Classic Bookcase, Pine",437.34,341.13,35.61,31.55,12.46,62.26,48.06,14.164
FUR-BO-10002032,Furniture,Bookcases,"Ikea Stackable Bookrack, Pine",111.44,94.1,3.71,30.58,15.21,60.43,60.84,16.266
FUR-BO-10002042,Furniture,Bookcases,"Bush Classic Bookcase, Metal",109.3,219.22,15.62,35.93,13.19,68.66,82.52,18.831
FUR-BO-10002084,Furniture,Bookcases,"Dania Library with Doors, Metal",192.79,175.92,32.98,34.4,15.96,65.79,71.21,20.903
FUR-BO-10002109,Furniture,Bookcases,"Safco Stackable Bookrack, Pine",60.2,73.34,9.61,32.69,12.97,65.5,45.87,16.071
FUR-BO-10002133,Furniture,Bookcases,"Bush Corner Shelving, Mobile",113.76,73.28,15.87,32.38,13.17,61.67,59.96,15.219
FUR-BO-10002142,Furniture,Bookcases,"Ikea Classic Bookcase, Traditional",219.4,230.38,40.64,34.87,14.0,71.52,71.81,20.205
FUR-BO-10002182,Furniture,Bookcases,"Safco Floating Shelf Set, Pine",178.18,168.29,6.96,32.0,12.47,70.23,83.15,16.218
FUR-BO-10002202,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",71.59,170.4,11.9,32.63,13.52,61.44,49.53,15.686
FUR-BO-10002204,Furniture,Bookcases,"Bush Corner Shelving, Traditional",123.99,66.96,2.88,32.56,15.19,64.99,78.47,18.601
FUR-BO-10002206,Furniture,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",119.68,132.37,13.47,32.63,14.07,65.5,86.69,17.402
FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",119.68,129.55,12.44,31.58,13.76,65.74,64.3,16.532
FUR-BO-10002214,Furniture,Bookcases,"Dania Floating Shelf Set, Traditional",90.12,111.58,7.78,34.8,14.77,62.18,85.23,18.496
FUR-BO-10002235,Furniture,Bookcases,"Bush 3-Shelf Cabinet, Pine",76.98,61.56,12.62,33.91,14.47,68.91,47.57,19.567
FUR-BO-10002250,Furniture,Bookcases,"Dania Floating Shelf Set, Mobile",114.58,59.6,11.48,31.54,14.77,71.37,89.0,19.24
FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,64.58,65.39,2.38,31.45,13.85,67.36,60.97,16.98
FUR-BO-10002277,Furniture,Bookcases,"Bush Floating Shelf Set, Mobile",156.31,165.02,34.88,33.58,13.06,62.32,74.02,15.816
FUR-BO-10002285,Furniture,Bookcases,"Safco Corner Shelving, Pine",97.68,126.34,4.42,31.76,12.14,61.81,85.9,13.792
FUR-BO-10002289,Furniture,Bookcases,"Ikea Corner Shelving, Pine",124.41,94.56,40.79,33.91,13.86,69.12,49.41,18.8
FUR-BO-10002300,Furniture,Bookcases,"Dania Classic Bookcase, Traditional",273.84,139.66,38.54,35.91,14.81,67.52,49.41,20.781
FUR-BO-10002308,Furniture,Bookcases,"Safco Floating Shelf Set, Metal",196.2,156.96,10.74,30.66,12.56,70.75,70.97,15.767
FUR-BO-10002309,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Traditional",94.3,87.7,1.47,32.75,12.62,71.94,79.48,17.207
FUR-BO-10002318,Furniture,Bookcases,"Dania Classic Bookcase, Mobile",371.85,338.81,41.88,31.83,12.01,67.04,57.12,14.831
FUR-BO-10002324,Furniture,Bookcases,"Sauder Stackable Bookrack, Pine",99.56,65.72,5.92,35.21,15.76,71.58,52.89,22.986
FUR-BO-10002325,Furniture,Bookcases,"Bush Classic Bookcase, Metal",164.46,219.42,27.81,31.79,15.69,63.49,53.88,18.326
FUR-BO-10002334,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Pine",57.12,84.92,10.68,33.42,13.97,61.09,82.69,16.506
FUR-BO-10002346,Furniture,Bookcases,"Dania Stackable Bookrack, Mobile",64.65,57.36,5.1,34.46,13.74,62.42,48.95,17.103
FUR-BO-10002352,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Mobile",96.64,69.6,10.99,31.48,12.45,64.98,59.86,14.738
FUR-BO-10002378,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Metal",93.94,85.5,29.88,34.24,13.79,63.1,47.8,17.242
FUR-BO-10002383,Furniture,Bookcases,"Sauder Floating Shelf Set, Pine",104.3,87.32,4.5,33.53,15.13,66.62,75.77,19.558
FUR-BO-10002387,Furniture,Bookcases,"Safco Library with Doors, Metal",350.23,342.44,25.13,30.38,15.24,65.49,81.28,17.547
FUR-BO-10002390,Furniture,Bookcases,"Ikea Library with Doors, Metal",362.85,330.21,21.58,32.42,13.47,65.65,51.89,16.591
FUR-BO-10002423,Furniture,Bookcases,"Safco Floating Shelf Set, Mobile",179.23,141.38,6.52,33.72,12.4,68.65,75.24,16.611
FUR-BO-10002444,Furniture,Bookcases,"Sauder Library with Doors, Mobile",362.77,261.35,56.23,35.63,14.48,63.31,53.37,18.902
FUR-BO-10002462,Furniture,Bookcases,"Ikea Classic Bookcase, Pine",371.69,404.75,33.85,34.41,15.61,68.43,84.63,21.271
FUR-BO-10002471,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Metal",89.56,103.04,4.78,35.4,14.0,60.13,50.97,17.246
FUR-BO-10002510,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Traditional",168.84,136.77,11.15,34.51,14.93,61.54,52.65,18.349
FUR-BO-10002529,Furniture,Bookcases,"Safco Library with Doors, Metal",350.23,323.0,22.24,35.66,13.39,61.09,89.76,16.881
FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",177.15,192.81,3.56,32.38,13.52,60.18,55.81,15.246
FUR-BO-10002574,Furniture,Bookcases,"Bush Corner Shelving, Traditional",32.46,62.24,4.18,35.88,13.63,60.78,62.44,17.201
FUR-BO-10002580,Furniture,Bookcases,"Safco Classic Bookcase, Pine",293.0,287.14,37.32,31.85,15.65,65.46,56.25,18.882
FUR-BO-10002592,Furniture,Bookcases,"Safco Stackable Bookrack, Traditional",38.98,75.6,3.26,30.28,15.08,67.19,72.62,17.755
FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",70.98,50.4,2.22,35.56,15.71,60.31,46.55,19.498
FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",83.59,195.99,10.58,31.68,14.6,68.42,54.83,18.314
FUR-BO-10002632,Furniture,Bookcases,"Sauder Corner Shelving, Pine",133.69,118.82,8.72,33.64,14.17,62.71,56.17,17.299
FUR-BO-10002679,Furniture,Bookcases,"Ikea Stackable Bookrack, Mobile",83.4,56.72,11.01,33.57,12.03,62.66,86.48,14.644
FUR-BO-10002680,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Traditional",149.91,131.6,21.25,33.11,12.88,61.29,46.27,15.126
FUR-BO-10002682,Furniture,Bookcases,"Safco Stackable Bookrack, Mobile",148.98,131.13,11.34,31.38,13.97,64.12,71.63,16.267
FUR-BO-10002708,Furniture,Bookcases,"Dania Library with Doors, Pine",363.75,323.76,36.2,33.79,14.02,66.69,84.63,18.283
FUR-BO-10002736,Furniture,Bookcases,"Sauder Stackable Bookrack, Mobile",132.04,123.23,8.34,30.78,12.27,64.11,64.88,14.012
FUR-BO-10002738,Furniture,Bookcases,"Sauder Corner Shelving, Mobile",139.26,145.28,19.66,32.35,13.58,70.51,61.78,17.926
FUR-BO-10002740,Furniture,Bookcases,"Ikea Classic Bookcase, Metal",164.08,183.28,13.62,32.12,13.27,70.97,50.21,17.506
FUR-BO-10002766,Furniture,Bookcases,"Bush Classic Bookcase, Traditional",275.12,264.12,20.31,33.6,13.61,67.92,50.41,17.974
FUR-BO-10002781,Furniture,Bookcases,"Sauder Floating Shelf Set, Traditional",175.02,122.51,10.03,32.33,13.86,69.84,76.36,18.11
FUR-BO-10002782,Furniture,Bookcases,"Safco Corner Shelving, Traditional",59.38,54.42,8.77,33.48,14.65,64.13,82.49,18.203
FUR-BO-10002793,Furniture,Bookcases,"Safco Floating Shelf Set, Traditional",196.74,98.37,16.12,31.54,13.93,67.06,73.19,17.05
FUR-BO-10002812,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Pine",168.03,129.39,11.33,32.1,15.23,65.74,88.11,18.599
FUR-BO-10002819,Furniture,Bookcases,"Ikea Stackable Bookrack, Traditional",110.22,86.96,8.26,34.76,12.33,60.52,68.0,15.011
FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,120.58,120.58,3.83,35.56,12.25,65.66,57.32,16.552
FUR-BO-10002852,Furniture,Bookcases,"Bush Stackable Bookrack, Pine",126.03,119.73,6.8,30.1,14.23,63.42,84.31,15.72
FUR-BO-10002853,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,81.94,61.46,11.07,30.0,13.66,63.01,55.71,14.943
FUR-BO-10002866,Furniture,Bookcases,"Safco Classic Bookcase, Pine",263.3,408.35,59.54,31.4,14.85,68.64,54.61,18.522
FUR-BO-10002889,Furniture,Bookcases,"Dania Stackable Bookrack, Pine",111.6,66.92,4.22,32.0,12.44,67.13,55.26,15.465
FUR-BO-10002892,Furniture,Bookcases,"Safco Classic Bookcase, Mobile",396.5,273.14,7.7,35.47,13.72,64.85,46.68,18.263
FUR-BO-10002906,Furniture,Bookcases,"Ikea Corner Shelving, Traditional",65.43,72.82,12.33,30.64,13.79,68.82,52.35,16.828
FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",170.98,138.49,8.83,35.83,13.33,66.82,61.23,18.469
FUR-BO-10002926,Furniture,Bookcases,"Bush Stackable Bookrack, Mobile",123.51,109.95,25.66,34.71,15.1,69.37,63.97,21.041
FUR-BO-10002936,Furniture,Bookcases,"Ikea Stackable Bookrack, Pine",111.44,61.88,11.86,30.38,13.89,63.83,65.53,15.587
FUR-BO-10002964,Furniture,Bookcases,"Dania Floating Shelf Set, Pine",170.7,150.24,11.58,31.8,15.86,63.23,83.18,18.455
FUR-BO-10002968,Furniture,Bookcases,"Bush Library with Doors, Metal",242.52,203.72,13.1,32.81,14.71,65.67,67.27,18.342
FUR-BO-10002975,Furniture,Bookcases,"Dania Stackable Bookrack, Traditional",48.02,60.94,3.3,30.1,15.67,69.79,57.58,19.05
FUR-BO-10002981,Furniture,Bookcases,"Bush Floating Shelf Set, Metal",67.89,78.14,10.04,34.07,12.04,61.17,58.82,14.521
FUR-BO-10002985,Furniture,Bookcases,"Sauder Corner Shelving, Mobile",99.88,62.94,4.71,31.54,14.23,65.28,62.71,16.955
FUR-BO-10002990,Furniture,Bookcases,"Dania Library with Doors, Traditional",362.4,195.72,32.33,34.79,14.82,61.44,60.59,18.332
FUR-BO-10002992,Furniture,Bookcases,"Dania Library with Doors, Traditional",193.08,212.42,14.5,30.53,14.13,61.03,59.99,15.236
FUR-BO-10003007,Furniture,Bookcases,"Ikea Stackable Bookrack, Metal",122.04,93.99,15.15,33.27,14.05,61.89,55.76,16.742
FUR-BO-10003022,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Metal",140.91,91.62,14.27,35.0,15.83,63.72,76.85,20.431
FUR-BO-10003028,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Mobile",152.18,99.74,18.2,33.66,12.05,63.71,57.72,14.954
FUR-BO-10003029,Furniture,Bookcases,"Sauder Library with Doors, Traditional",387.63,360.51,27.97,33.4,14.52,68.58,78.65,19.247
FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",104.58,109.82,7.75,30.83,15.58,71.97,84.19,20.005
FUR-BO-10003043,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Mobile",76.58,80.44,5.66,33.61,12.85,69.04,66.69,17.256
FUR-BO-10003046,Furniture,Bookcases,"Safco Library with Doors, Mobile",364.78,274.55,38.55,34.76,12.84,71.13,72.99,18.372
FUR-BO-10003078,Furniture,Bookcases,"Safco Corner Shelving, Traditional",89.28,92.27,6.88,35.63,12.68,70.81,47.31,18.513
FUR-BO-10003086,Furniture,Bookcases,"Safco Library with Doors, Traditional",362.43,288.38,44.94,31.84,12.53,62.98,46.65,14.541
FUR-BO-10003103,Furniture,Bookcases,"Ikea Classic Bookcase, Metal",411.21,333.09,24.24,33.69,15.74,69.53,50.29,21.337
FUR-BO-10003106,Furniture,Bookcases,"Sauder Corner Shelving, Metal",97.84,79.26,12.17,35.89,14.04,65.29,63.28,19.039
FUR-BO-10003112,Furniture,Bookcases,"Sauder Floating Shelf Set, Traditional",129.72,79.14,4.88,30.73,13.86,60.29,76.59,14.86
FUR-BO-10003126,Furniture,Bookcases,"Dania Library with Doors, Traditional",326.06,322.46,44.26,30.81,15.2,68.78,53.16,18.64
FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",97.58,104.48,7.8,35.57,13.38,63.16,86.5,17.396
FUR-BO-10003174,Furniture,Bookcases,"Dania Floating Shelf Set, Pine",44.92,91.58,4.3,32.58,13.66,66.94,74.19,17.24
FUR-BO-10003181,Furniture,Bookcases,"Safco Corner Shelving, Metal",88.95,148.52,5.17,32.33,15.49,66.3,76.48,19.214
FUR-BO-10003185,Furniture,Bookcases,"Ikea Floating Shelf Set, Metal",169.8,168.12,9.16,35.67,12.81,62.21,50.99,16.45
FUR-BO-10003199,Furniture,Bookcases,"Bush Classic Bookcase, Mobile",221.24,171.42,0.5,32.75,13.52,61.55,88.86,15.771
FUR-BO-10003206,Furniture,Bookcases,"Sauder Floating Shelf Set, Pine",176.24,176.24,18.69,31.51,13.71,61.16,86.03,15.29
FUR-BO-10003221,Furniture,Bookcases,"Safco Corner Shelving, Mobile",101.32,86.14,1.93,31.78,13.44,63.67,59.24,15.738
FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,176.58,198.68,24.47,31.85,12.43,64.71,45.22,14.825
FUR-BO-10003282,Furniture,Bookcases,"Ikea Classic Bookcase, Mobile",372.74,281.63,47.97,33.86,14.45,64.74,64.81,18.331
FUR-BO-10003284,Furniture,Bookcases,"Sauder Floating Shelf Set, Mobile",78.44,100.78,2.53,33.0,13.25,70.6,81.04,17.864
FUR-BO-10003287,Furniture,Bookcases,"Dania Corner Shelving, Traditional",81.38,67.56,4.7,33.74,13.64,64.81,55.03,17.261
FUR-BO-10003291,Furniture,Bookcases,"Dania Corner Shelving, Metal",48.21,56.32,11.0,32.15,12.59,69.0,66.35,16.163
FUR-BO-10003297,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Metal",56.36,89.48,5.79,33.48,13.58,66.09,58.39,17.389
FUR-BO-10003301,Furniture,Bookcases,"Dania Floating Shelf Set, Metal",151.83,134.96,30.8,31.42,13.54,67.75,62.08,16.68
FUR-BO-10003320,Furniture,Bookcases,"Dania Classic Bookcase, Metal",218.58,193.98,27.06,32.24,14.0,61.59,80.39,16.088
FUR-BO-10003323,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Mobile",68.14,67.02,7.19,31.91,13.81,71.93,65.78,18.344
FUR-BO-10003326,Furniture,Bookcases,"Safco Stackable Bookrack, Traditional",98.96,76.2,5.78,30.23,15.89,66.32,78.37,18.436
FUR-BO-10003333,Furniture,Bookcases,"Sauder Stackable Bookrack, Traditional",146.28,124.35,13.98,31.49,13.33,60.44,74.85,14.682
FUR-BO-10003383,Furniture,Bookcases,"Safco Floating Shelf Set, Mobile",199.26,141.48,10.55,35.0,15.88,67.03,49.41,21.56
FUR-BO-10003384,Furniture,Bookcases,"Ikea Corner Shelving, Traditional",110.65,89.75,5.58,30.3,14.63,69.36,79.34,17.793
FUR-BO-10003386,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Mobile",169.2,101.52,52.0,34.56,13.02,64.69,55.44,16.845
FUR-BO-10003404,Furniture,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",430.98,405.12,85.21,33.28,13.79,65.47,78.69,17.388
FUR-BO-10003408,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Metal",113.32,113.32,9.94,30.83,13.64,64.99,62.55,15.816
FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,14.99,28.31,2.74,30.54,15.9,63.64,65.87,17.884
FUR-BO-10003438,Furniture,Bookcases,"Dania Corner Shelving, Pine",82.28,65.02,7.94,30.28,14.75,60.44,53.31,15.622
FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",100.98,77.75,4.0,32.09,14.25,64.16,77.25,16.979
FUR-BO-10003450,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",16.69,52.64,0.5,31.82,12.36,70.81,57.97,16.116
FUR-BO-10003463,Furniture,Bookcases,"Ikea Stackable Bookrack, Metal",81.36,77.3,6.18,30.02,12.34,71.02,73.62,15.225
FUR-BO-10003499,Furniture,Bookcases,"Ikea Library with Doors, Pine",194.33,228.38,30.08,30.29,12.36,66.07,52.05,14.315
FUR-BO-10003530,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Pine",90.57,101.92,9.09,32.19,14.02,60.44,79.96,15.785
FUR-BO-10003541,Furniture,Bookcases,"Bush Classic Bookcase, Metal",412.14,272.04,46.64,31.29,14.58,65.48,89.5,17.287
FUR-BO-10003543,Furniture,Bookcases,"Safco Floating Shelf Set, Mobile",132.84,69.08,18.01,35.96,12.1,69.04,59.21,17.384
FUR-BO-10003546,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,29.59,75.04,1.37,34.34,13.03,65.31,86.57,16.911
FUR-BO-10003549,Furniture,Bookcases,"Sauder Floating Shelf Set, Metal",194.04,164.94,23.35,35.55,13.84,70.16,89.68,19.977
FUR-BO-10003554,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Mobile",129.47,133.82,15.03,35.77,12.75,60.0,73.86,15.836
FUR-BO-10003559,Furniture,Bookcases,"Sauder Stackable Bookrack, Pine",59.14,92.01,8.06,33.91,14.17,71.72,51.71,19.943
FUR-BO-10003563,Furniture,Bookcases,"Bush 3-Shelf Cabinet, Mobile",97.26,78.8,6.34,33.49,15.59,67.67,78.73,20.446
FUR-BO-10003589,Furniture,Bookcases,"Dania Floating Shelf Set, Traditional",101.21,94.46,8.68,31.02,12.3,65.93,68.77,14.557
FUR-BO-10003604,Furniture,Bookcases,"Ikea Corner Shelving, Mobile",125.58,109.26,8.68,34.31,12.64,62.3,87.97,15.636
FUR-BO-10003631,Furniture,Bookcases,"Safco Stackable Bookrack, Mobile",99.32,73.5,17.98,33.78,12.96,65.98,71.57,16.716
FUR-BO-10003647,Furniture,Bookcases,"Ikea Classic Bookcase, Pine",413.1,404.85,16.26,35.55,14.7,60.08,58.86,18.17
FUR-BO-10003660,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",220.98,170.15,19.12,34.37,15.69,61.21,60.76,19.102
FUR-BO-10003661,Furniture,Bookcases,"Sauder Floating Shelf Set, Traditional",194.58,145.95,12.98,35.63,12.87,68.06,63.67,18.061
FUR-BO-10003668,Furniture,Bookcases,"Sauder Floating Shelf Set, Pine",77.77,175.74,4.13,32.31,12.14,63.44,64.3,14.4
FUR-BO-10003688,Furniture,Bookcases,"Bush Stackable Bookrack, Pine",67.02,48.54,5.7,32.29,12.87,69.68,61.72,16.758
FUR-BO-10003697,Furniture,Bookcases,"Safco Floating Shelf Set, Mobile",199.26,175.35,13.68,32.5,15.77,62.3,80.68,18.478
FUR-BO-10003706,Furniture,Bookcases,"Sauder Stackable Bookrack, Pine",73.59,76.57,5.71,31.22,15.2,64.69,48.62,17.765
FUR-BO-10003713,Furniture,Bookcases,"Sauder Corner Shelving, Mobile",89.49,144.95,12.14,32.18,13.15,67.47,88.48,16.523
FUR-BO-10003734,Furniture,Bookcases,"Dania Classic Bookcase, Metal",410.22,274.86,51.5,35.35,13.03,68.88,85.74,18.36
FUR-BO-10003738,Furniture,Bookcases,"Dania Library with Doors, Mobile",364.92,281.01,25.97,31.79,13.2,60.59,60.37,14.714
FUR-BO-10003768,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Traditional",66.27,75.18,3.57,31.51,14.81,66.31,50.75,17.908
